ali_uid,bw_c1,bw_c2
1775,0.9958067857499986,1.248531795000001
2088,4.668474365833332,12.278587012000001
2766,264323.42099702824,303493.11960572796
4588,408980.6599588651,452024.46071363083
6224,71.13127645975003,161.4713363399999
7120,8824.077912257944,10375.080523833003
9004,15.16343422774998,24.86063448000001
9682,0.02936397974999993,0.10197003600000006
10812,0.9186996682500012,1.2023191530000001
10815,1.015987413000002,1.3126975470000004
11443,48.14577261141663,96.45717222999998
12347,21431.99363241051,39491.49011062799
12843,0.6891703297499981,1.0144583190000005
13404,160343.36199829905,259355.197021965
14448,3801.777942523915,4571.180015169002
14878,666302.106235038,795362.270966336
15219,31854.115463113052,53490.62731661499
15301,131736.116890529,146494.6548058639
15453,1.4661664289999972,1.8489425850000012
16510,7.990011524249983,9.310698873000012
19346,4785.241785954664,6841.595876551999
19570,32719.88185531958,57950.07937353498
20525,24.847661223166693,119.22075125899995
21765,118.38162843674966,127.81367997300006
21861,50.72843490749999,63.47958894899999
22399,3831330.4693318354,4834992.87591967
23420,0.31707866399999984,0.4144773779999999
23813,1.1161459260000033,1.630522152000001
24018,186912.58923796413,219107.14774260102
24132,1404.8774122017514,1858.6847201229994
24331,0.9389191807500027,7.928678943000001
24924,1334.3531621752486,1419.085728774
25295,1059251.3696400349,1150798.431032581
27445,16158.195111555255,26409.658863815
27780,15.461305261499994,18.161425358999995
29791,319.27193529533344,569.0323743009998
30410,16.946090663249997,19.935467873999997
31016,4.006293884250006,5.160403079999998
31102,2790800.0473505994,3037149.9527236344
32303,0.4437404947500012,0.8242027919999995
33259,138148.84188889834,175018.792430807
33304,8.537839296000001,10.979283609000005
34207,4.038470231250002,5.243348439000001
34465,426.36801578674954,651.2301602149997
34768,244.68271415049975,332.88984823999994
35328,11.597171689083313,55.534542565
36840,0.2671125030000009,0.3751266329999998
36871,0.050954032500000024,0.10175186699999997
37930,7.158490934333328,8.52287346099999
40817,0.020030351249999977,0.02311992900000001
42774,73.49438504883325,207.03167185000004
43094,1.6061081925000065,1.8925558470000001
43556,1.1509521607499997,1.507385690999999
43698,12.529392946916685,16.183139018000006
43988,2.9417356710000075,3.8683179989999994
45215,0.9317470050000013,1.2365432729999994
46473,69817.48646247433,112121.74696080698
47287,0.8998577357499998,4.444701123000001
48174,1185.005604239499,1355.3526272230001
48776,34053.96505344731,73694.40601607795
48809,0.30214947525,0.455731353
48944,6946741.836911486,8011090.932661515
50327,0.9979471530000015,1.2725295030000008
50387,19.377763639500042,25.6589172
52024,1406447.624001115,1705054.9330394117
52238,532.5754345686668,2345.5173938959997
52405,24.37448389591667,48.825714437
52759,1071.6412180148316,2754.6980270809986
53106,12.508039939249995,37.66604946499997
55318,8.090204314500005,28.386191673000006
55628,0.21511049699999968,0.7021608930000003
55644,1238.7350977551653,7800.950671020001
56312,2700.4036133101686,3542.339745976001
56850,183.8098010628327,2105.9706456900008
58019,2.0670603502499993,2.5304000399999986
58511,3.307022454750006,4.245983595000003
59604,7129.77294375326,21660.362266454016
60308,4325.069539689085,6091.913355781
61851,1.247636974083333,6.621761659
62517,3.0247596054999963,5.264060719
62570,21788.097176799158,50938.66207334602
62981,0.00797982150000004,0.03299568300000003
63306,6.070887516749991,7.4935121309999975
63689,253.6921830172497,2847.6471266439985
63800,3027.361812529915,5486.593373931997
63945,1.8667546852499977,4.234688829000005
64032,0.1643835795,0.2460264029999999
64389,41994654.10126652,50821814.19070996
64892,364121.166861134,466510.8469414541
66394,6243679.633867854,7915014.147206728
68873,1.9634817631666672,16.976286529
69050,9621.259721231512,12703.814414214
69133,8.5446584685,10.677336075000005
69166,4792.15959531366,5322.872893318997
70469,0.4599243816666676,0.5652221480000005
70642,79.71126374258338,108.25687284600006
70990,2.902476343166667,4.986914360000002
71679,3447.071499007251,4101.581909406999
71859,30.89916908691664,65.02332296599998
71867,0.5350375642500006,0.6954570629999998
72267,1403.1315699256663,1956.794100553001
73071,3.337837114500002,4.441235147999989
75336,30.422355400583342,92.42448996499994
75839,1107.4804204747497,1212.5941037910002
76645,464517.0168588284,586592.3628994591
77787,794429.1146043409,968523.8707155483
78131,833999.9905263952,1537271.747526377
79205,3.452258838000001,5.037701948999999
80306,1.65278874075,2.1061921860000012
80365,878.0483002894999,1697.1400066270016
80868,3.4895460187499996,12.759468008
81414,27.592772665749997,65.63851560299993
82150,37.46200214241668,103.55042829600009
82397,4.364672780999991,5.540472755999998
83822,786682.7714960186,1012788.1402179474
84661,148.2707199200834,16.422647922999985
84953,49762.43269858989,99242.96738547104
85953,783.9670159339147,2660.0978391110007
87436,53.917602867250004,73.72319216499996
87684,717.0458089961633,1511.9875924589999
88203,123.95832027599998,140.06065235400004
88522,30.246222635999974,33.412142043
89077,42.24476730124989,112.10034613700003
89110,3412.3830865247496,8158.607797448992
89137,314606.929714871,364431.86725709686
89932,4.644506898250004,11.858189231000008
90665,805.9225784526677,1708.1751370169995
91421,0.7175720842499991,0.9475690770000003
93859,0.046691751749999975,0.06320475
94454,4.765911948000006,6.249422402999999
95262,12.387233333666662,15.962297837000001
95929,0.9192149347499993,1.1691427859999997
97163,14338.660196707582,22642.680307729
97683,1.547972364749995,1.9240326000000028
98051,12531420.139217615,15381794.770837883
99421,2.3239305600000093,2.983403618999998
99553,42.55719670125002,55.972136997
